11,トランセル,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,バタフリー,6,9,10,11,15,17,18,20,21,22,27,29,30,32,40,42,44,45,46,48,53,62,68,70,76,77,85,87,89,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,ビードル,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,コクーン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,スピアー,6,9,10,11,15,17,21,22,27,31,32,36,40,42,44,45,46,48,54,62,66,68,70,75,76,81,84,87,89,90,94,H1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,ポッポ,6,10,11,17,18,21,27,32,40,42,44,45,46,48,83,87,88,89,90,H2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,ピジョン,6,10,11,17,18,21,27,32,40,42,44,45,46,48,83,87,88,89,90,H2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,ピジョット,6,10,11,15,17,18,21,27,32,40,42,44,45,46,48,68,83,87,88,89,90,H2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,コラッタ,6,10,11,12,13,14,17,18,21,24,25,27,28,30,32,42,44,45,46,48,57,67,73,83,86,87,88,89,90,93,94,H1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,ラッタ,5,6,10,11,12,13,14,15,17,18,21,24,25,27,28,30,32,42,44,45,46,48,57,67,68,73,75,83,86,87,88,89,90,93,94,H1,H4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,オニスズメ,6,10,11,17,18,21,27,32,40,42,44,45,46,48,49,54,83,87,88,89,90,H2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,オニドリル,6,10,11,15,17,18,21,27,32,40,42,44,45,46,48,49,54,68,83,87,88,89,90,H2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,アーボ,6,9,10,11,17,18,21,26,27,28,32,34,36,39,41,42,44,45,46,48,66,78,80,84,87,90,H4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,アーボック,6,9,10,11,15,17,18,21,26,27,28,32,34,36,39,41,42,44,45,46,48,66,68,78,80,82,84,87,90,H4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,ピカチュウ,6,10,16,17,18,21,24,25,27,28,31,32,42,44,45,48,49,56,57,70,72,73,86,87,90,93,94,H4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,ライチュウ,6,10,15,16,17,18,21,24,25,27,28,31,32,42,44,45,46,48,49,52,56,57,68,70,72,73,86,87,90,93,94,H4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,サンド,1,6,10,11,17,20,21,26,27,28,31,32,37,39,40,42,44,45,46,48,56,65,74,75,78,80,81,84,87,90,94,H1,H4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,サンドパン,1,6,10,11,15,17,20,21,26,27,28,31,32,37,39,40,42,44,45,46,48,52,56,65,68,71,74,75,78,80,81,84,87,90,94,H1,H4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,ニドラン♀,1,6,9,10,11,13,14,17,18,21,24,25,27,28,32,36,40,42,44,45,46,48,65,84,87,90,94,H1,H4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,ニドリーナ,1,6,9,10,11,13,14,17,18,21,24,25,27,28,32,36,40,42,44,45,46,48,49,65,84,87,90,94,H1,H4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,ニドクイン,1,5,6,9,10,11,12,13,14,15,17,18,21,23,24,25,26,27,28,30,31,32,34,35,36,37,38,39,40,41,42,44,45,46,48,49,52,56,59,60,65,68,71,78,80,82,84,87,90,94,H1,H3,H4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,ニドラン♂,1,6,9,10,11,13,14,17,18,21,24,25,27,28,32,36,42,44,45,46,48,49,65,84,87,90,94,H1,H4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,ニドリーノ,1,6,9,10,11,13,14,17,18,21,24,25,27,28,32,36,42,44,45,46,48,49,65,84,87,90,94,H1,H4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,ニドキング,1,5,6,9,10,11,12,13,14,15,17,18,21,23,24,25,26,27,28,30,31,32,34,35,36,37,38,39,41,42,44,45,46,48,49,52,56,59,60,65,68,71,78,80,82,84,87,90,94,H1,H3,H4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,ピッピ,3,4,6,10,11,13,14,16,17,18,19,20,21,22,24,25,27,28,29,30,31,32,33,35,38,42,44,45,48,49,56,57,59,67,70,73,77,83,85,86,87,90,94,H4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,ピクシー,3,4,6,10,11,13,14,15,16,17,18,19,20,21,22,24,25,27,28,29,30,31,32,33,35,38,42,44,45,48,49,52,56,57,59,67,68,70,73,77,83,85,86,87,90,94,H4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,ロコン,5,6,10,11,17,20,21,27,28,32,35,38,42,43,44,45,48,50,53,59,61,66,77,87,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,キュウコン,3,4,5,6,10,11,15,17,20,21,22,27,28,32,35,38,42,43,44,45,48,50,53,59,61,66,68,77,85,87,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,プリン,6,10,11,13,14,16,17,18,20,21,22,24,25,27,28,29,30,31,32,33,35,38,42,44,45,48,49,56,57,59,67,70,73,74,77,83,85,86,87,90,93,H4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,プクリン,6,10,11,13,14,15,16,17,18,20,21,22,24,25,27,28,29,30,31,32,33,35,38,42,44,45,48,49,52,56,57,59,67,68,70,73,74,77,83,85,86,87,90,93,H4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,ズバット,6,9,10,11,12,17,18,21,27,30,32,36,40,41,42,44,45,46,48,62,66,87,88,89,90,H2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,ゴルバット,6,9,10,11,12,15,17,18,21,27,30,32,36,40,41,42,44,45,46,48,62,66,68,87,88,89,90,H2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,ナゾノクサ,6,9,10,11,17,21,22,27,32,36,42,44,45,48,53,70,75,86,87,90,H1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,クサイハナ,6,9,10,11,17,21,22,27,32,36,42,44,45,48,53,56,70,75,86,87,90,H1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,ラフレシア,6,9,10,11,15,17,21,22,27,32,36,42,44,45,48,53,56,68,70,75,86,87,90,H1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,パラス,1,6,9,10,11,16,17,21,22,27,28,31,32,36,40,42,44,45,46,48,53,54,70,75,76,81,86,87,90,94,H1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,パラセクト,1,6,9,10,11,15,16,17,21,22,27,28,31,32,36,40,42,44,45,46,48,53,54,68,70,75,76,81,86,87,90,94,H1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,コンパン,6,9,10,11,17,21,22,27,29,32,36,42,44,45,46,48,70,76,87,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,モルフォン,6,9,10,11,15,17,21,22,27,29,32,36,40,42,44,45,46,48,53,62,68,70,76,87,89,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,ディグダ,1,6,10,11,17,21,26,27,28,32,36,37,39,40,42,44,45,46,48,49,65,78,80,87,90,94,H1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,ダグトリオ,1,6,10,11,15,17,21,26,27,28,32,34,36,37,39,40,42,44,45,46,48,49,65,68,71,78,80,87,90,94,H1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,ニャース,1,6,10,11,12,17,18,21,24,25,27,28,30,32,40,41,42,44,45,46,48,49,65,66,67,70,77,83,85,87,89,90,H1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,ペルシアン,1,5,6,10,11,12,15,17,18,21,24,25,27,28,30,32,40,41,42,44,45,46,48,49,63,65,66,67,68,70,77,83,85,87,89,90,H1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,コダック,1,3,4,6,7,10,13,14,16,17,18,19,21,27,28,29,31,32,40,42,44,45,48,55,56,65,70,77,87,90,94,H3,H4,H5,H6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,ゴルダック,1,3,4,6,7,10,13,14,15,16,17,18,19,21,27,28,29,31,32,40,42,44,45,47,48,52,55,56,65,68,70,77,87,90,94,H3,H4,H5,H6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,マンキー,1,6,8,10,11,12,17,18,21,23,24,25,26,27,28,31,32,39,40,42,44,45,46,47,48,50,52,56,62,66,67,78,80,83,84,87,89,90,94,H4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,オコリザル,1,6,8,10,11,12,15,17,18,21,23,24,25,26,27,28,31,32,39,40,42,44,45,46,47,48,50,52,56,62,66,67,68,71,78,80,83,84,87,89,90,94,H4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,ガーディ,5,6,10,11,17,20,21,27,28,32,35,38,40,42,43,44,45,46,48,50,59,61,67,87,90,93,94,95,H4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,ウインディ,5,6,10,11,15,17,20,21,22,27,28,32,35,38,40,42,43,44,45,46,48,50,59,61,67,68,78,87,90,93,94,95,H4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,ニョロモ,6,7,10,13,14,17,18,21,27,28,29,32,42,44,45,46,48,55,87,90,H3,H5,H6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,ニョロゾ,6,7,10,13,14,17,18,21,26,27,28,29,31,32,42,44,45,46,48,55,56,78,87,90,94,H3,H4,H5,H6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,ニョロボン,6,7,8,10,13,14,15,17,18,21,26,27,28,29,31,32,39,42,44,45,46,47,48,52,55,56,66,68,78,80,83,84,87,90,94,H3,H4,H5,H6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,ケーシィ,3,4,6,10,11,12,16,17,18,19,20,21,27,29,30,32,33,41,42,44,45,46,48,51,53,56,57,63,70,73,77,85,86,87,90,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,ユンゲラー,3,4,6,10,11,12,16,17,18,19,20,21,27,29,30,32,33,41,42,44,45,46,48,51,53,56,57,63,70,73,77,85,86,87,90,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,フーディン,3,4,6,10,11,12,15,16,17,18,19,20,21,27,29,30,32,33,41,42,44,45,46,48,51,52,53,56,57,63,68,70,73,77,85,86,87,90,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,ワンリキー,6,8,10,11,16,17,18,21,23,26,27,28,31,32,35,38,39,42,44,45,46,47,48,52,56,59,66,67,78,80,83,84,87,90,94,H4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,ゴーリキー,6,8,10,11,16,17,18,21,23,26,27,28,31,32,35,38,39,42,44,45,46,47,48,52,56,59,66,67,78,80,83,84,87,90,94,H4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,カイリキー,6,8,10,11,15,16,17,18,21,23,26,27,28,31,32,35,38,39,42,44,45,46,47,48,52,56,59,66,67,68,71,78,80,83,84,87,90,94,H4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,マダツボミ,6,9,10,11,17,21,22,27,32,33,36,42,44,45,46,48,53,70,75,86,87,90,H1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,ウツドン,6,9,10,11,17,21,22,27,32,33,36,42,44,45,46,48,53,70,75,86,87,90,H1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,ウツボット,6,9,10,11,15,17,21,22,27,32,33,36,42,44,45,46,48,53,68,70,75,86,87,90,H1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,メノクラゲ,6,7,9,10,13,14,17,18,20,21,27,32,34,36,42,44,45,46,48,55,66,75,84,87,90,H1,H3,H5,H6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,ドククラゲ,6,7,9,10,13,14,15,17,18,20,21,27,32,34,36,42,44,45,46,48,55,66,68,75,84,87,90,H1,H3,H5,H6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,イシツブテ,6,10,11,17,21,23,26,27,28,31,32,35,37,38,39,42,44,45,48,56,59,64,69,71,74,78,80,87,90,94,H4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,ゴローン,6,10,11,17,21,23,26,27,28,31,32,35,37,38,39,42,44,45,48,56,59,64,69,71,74,78,80,87,90,94,H4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,ゴローニャ,5,6,10,11,15,17,21,23,26,27,28,31,32,35,37,38,39,42,44,45,48,52,56,59,64,68,69,71,74,78,80,87,90,94,H4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,ポニータ,6,10,11,17,21,22,27,32,35,38,42,43,44,45,48,49,50,59,61,87,90,93,H4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,ギャロップ,6,10,11,15,17,21,22,27,32,35,38,42,43,44,45,48,49,50,59,61,68,84,87,90,93,H4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,ヤドン,3,4,6,7,10,11,13,14,16,17,18,19,20,21,26,27,28,29,30,32,35,38,42,44,45,48,49,55,59,70,73,77,78,85,86,87,90,92,H3,H4,H6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,ヤドラン,3,4,6,7,10,11,13,14,15,16,17,18,19,20,21,26,27,28,29,30,31,32,35,38,40,42,44,45,48,49,52,55,56,59,68,70,73,77,78,85,86,87,90,92,94,H3,H4,H6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,コイル,6,10,11,16,17,18,21,24,25,27,32,33,42,44,48,57,64,70,72,73,74,77,87,90,91,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,レアコイル,6,10,11,15,16,17,18,21,24,25,27,32,33,42,44,48,57,64,68,70,72,73,74,77,87,90,91,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,カモネギ,6,10,11,17,21,27,32,40,42,44,45,46,48,54,62,67,75,77,83,84,87,88,89,90,H1,H2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,ドードー,6,10,11,17,21,27,32,40,42,44,45,46,48,49,83,87,88,90,H2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,ドードリオ,6,10,11,12,15,17,21,27,32,40,41,42,44,45,46,48,49,66,68,83,87,88,90,H2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,パウワウ,6,7,10,13,14,17,18,20,21,27,32,42,44,45,46,48,49,56,87,90,H3,H5,H6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,ジュゴン,6,7,10,13,14,15,17,18,20,21,27,32,42,44,45,46,48,49,56,68,79,87,90,H3,H5,H6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,ベトベター,6,9,10,11,12,17,18,21,24,25,27,28,30,32,34,35,36,38,39,41,42,44,45,46,48,56,59,64,66,80,84,87,90,H4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,ベトベトン,6,9,10,11,12,15,17,18,21,24,25,27,28,30,31,32,34,35,36,38,39,41,42,44,45,46,48,52,56,59,64,66,68,80,84,87,90,94,H4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,シェルダー,6,7,10,13,14,17,18,21,27,32,42,44,45,48,64,66,87,90,H3,H6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,パルシェン,6,7,10,13,14,15,17,18,21,27,32,41,42,44,45,48,64,66,68,79,84,87,90,H3,H6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,ゴース,6,9,10,11,12,17,18,19,21,24,27,29,30,32,36,41,42,44,45,46,48,53,61,63,64,66,77,85,87,90,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,ゴースト,6,9,10,11,12,17,18,19,21,24,27,29,30,32,36,41,42,44,45,46,48,53,56,61,63,64,65,66,77,84,85,87,90,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,ゲンガー,6,9,10,11,12,15,17,18,19,21,24,25,27,29,30,31,32,36,41,42,44,45,46,48,52,53,56,61,63,64,65,66,68,77,84,85,87,90,92,94,H4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,イワーク,5,6,10,11,12,17,21,23,26,27,28,32,37,39,41,42,44,45,48,64,66,69,71,74,77,78,80,82,87,90,91,94,H4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,スリープ,3,4,6,10,11,12,16,17,18,19,20,21,27,29,30,31,32,33,41,42,44,45,46,47,48,56,70,73,77,85,86,87,90,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,スリーパー,3,4,6,10,11,12,15,16,17,18,19,20,21,27,29,30,31,32,33,41,42,44,45,46,47,48,52,56,68,70,73,77,85,86,87,90,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,クラブ,1,6,7,10,13,14,17,18,21,27,28,31,32,39,42,44,45,46,48,54,55,56,75,80,81,87,90,94,H1,H3,H4,H6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,キングラー,1,6,7,10,13,14,15,17,18,21,27,28,31,32,39,42,44,45,46,48,54,55,56,60,68,75,80,81,87,90,94,H1,H3,H4,H6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
