かくとう	エスパー	0.5
かくとう	むし	0.5
かくとう	いわ	2
かくとう	ゴースト	0
かくとう	ドラゴン	1
かくとう	あく	2
かくとう	はがね	2
どく	ノーマル	1
どく	ほのお	1
どく	みず	1
どく	くさ	2
どく	でんき	1
どく	こおり	1
どく	かくとう	1
どく	どく	0.5
どく	じめん	0.5
どく	ひこう	1
どく	エスパー	1
どく	むし	1
どく	いわ	0.5
どく	ゴースト	0.5
どく	ドラゴン	1
どく	あく	1
どく	はがね	0
じめん	ノーマル	1
じめん	ほのお	2
じめん	みず	1
じめん	くさ	0.5
じめん	でんき	2
じめん	こおり	1
じめん	かくとう	1
じめん	どく	2
じめん	じめん	1
じめん	ひこう	0
じめん	エスパー	1
じめん	むし	0.5
じめん	いわ	2
じめん	ゴースト	1
じめん	ドラゴン	1
じめん	あく	1
じめん	はがね	2
ひこう	ノーマル	1
ひこう	ほのお	1
ひこう	みず	1
ひこう	くさ	2
ひこう	でんき	0.5
ひこう	こおり	1
ひこう	かくとう	2
ひこう	どく	1
ひこう	じめん	1
ひこう	ひこう	1
ひこう	エスパー	1
ひこう	むし	2
ひこう	いわ	0.5
ひこう	ゴースト	1
ひこう	ドラゴン	1
ひこう	あく	1
ひこう	はがね	0.5
エスパー	ノーマル	1
エスパー	ほのお	1
エスパー	みず	1
エスパー	くさ	1
エスパー	でんき	1
エスパー	こおり	1
エスパー	かくとう	2
エスパー	どく	2
エスパー	じめん	1
エスパー	ひこう	1
エスパー	エスパー	0.5
エスパー	むし	1
エスパー	いわ	1
エスパー	ゴースト	1
エスパー	ドラゴン	1
エスパー	あく	0
エスパー	はがね	0.5
むし	ノーマル	1
むし	ほのお	0.5
むし	みず	1
むし	くさ	2
むし	でんき	1
むし	こおり	1
むし	かくとう	0.5
むし	どく	0.5
むし	じめん	1
むし	ひこう	0.5
むし	エスパー	2
むし	むし	1
むし	いわ	1
むし	ゴースト	0.5
むし	ドラゴン	1
むし	あく	2
むし	はがね	0.5
いわ	ノーマル	1
いわ	ほのお	2
いわ	みず	1
いわ	くさ	1
いわ	でんき	1
いわ	こおり	2
いわ	かくとう	0.5
いわ	どく	1
いわ	じめん	0.5
いわ	ひこう	2
いわ	エスパー	1
いわ	むし	2
いわ	いわ	1
いわ	ゴースト	1
いわ	ドラゴン	1
いわ	あく	1
いわ	はがね	0.5
ゴースト	ノーマル	0
ゴースト	ほのお	1
ゴースト	みず	1
ゴースト	くさ	1
ゴースト	でんき	1
ゴースト	こおり	1
ゴースト	かくとう	1
ゴースト	どく	1
ゴースト	じめん	1
ゴースト	ひこう	1
ゴースト	エスパー	2
ゴースト	むし	1
ゴースト	いわ	1
ゴースト	ゴースト	2
ゴースト	ドラゴン	1
ゴースト	あく	0.5
ゴースト	はがね	0.5
ドラゴン	ノーマル	1
ドラゴン	ほのお	1
ドラゴン	みず	1
ドラゴン	くさ	1
ドラゴン	でんき	1
ドラゴン	こおり	1
ドラゴン	かくとう	1
ドラゴン	どく	1
ドラゴン	じめん	1
ドラゴン	ひこう	1
ドラゴン	エスパー	1
ドラゴン	むし	1
ドラゴン	いわ	1
ドラゴン	ゴースト	1
ドラゴン	ドラゴン	2
ドラゴン	あく	1
ドラゴン	はがね	0.5
あく	ノーマル	1
あく	ほのお	1
あく	みず	1
あく	くさ	1
あく	でんき	1
あく	こおり	1
あく	かくとう	0.5
あく	どく	1
あく	じめん	1
あく	ひこう	1
あく	エスパー	2
あく	むし	1
あく	いわ	1
あく	ゴースト	2
あく	ドラゴン	1
あく	あく	0.5
あく	はがね	0.5
はがね	ノーマル	1
はがね	ほのお	0.5
はがね	みず	0.5
はがね	くさ	1
はがね	でんき	0.5
はがね	こおり	2
はがね	かくとう	1
はがね	どく	1
はがね	じめん	1
はがね	ひこう	1
はがね	エスパー	1
はがね	むし	1
はがね	いわ	2
はがね	ゴースト	1
はがね	ドラゴン	1
はがね	あく	1
はがね	はがね	0.5
